date,state,fips,cases,deaths
2020-02-29,Basilicata,0,0,0
2020-02-29,P.A. Bolzano,0,1,0
2020-02-29,Calabria,0,1,0
2020-02-29,Campania,0,13,0
2020-02-29,Emilia-Romagna,0,213,4
2020-02-29,Friuli Venezia Giulia,0,0,0
2020-02-29,Lazio,0,3,0
2020-02-29,Liguria,0,38,0
2020-02-29,Lombardia,0,552,23
2020-02-29,Marche,0,11,0
2020-02-29,Molise,0,0,0
2020-02-29,Piemonte,0,11,0
2020-02-29,Puglia,0,3,0
2020-02-29,Sardegna,0,0,0
2020-02-29,Sicilia,0,2,0
2020-02-29,Toscana,0,10,0
2020-02-29,P.A. Trento,0,0,0
2020-02-29,Umbria,0,0,0
2020-02-29,Valle d'Aosta,0,0,0
2020-02-29,Veneto,0,189,2
2020-03-01,Abruzzo,0,5,0
2020-03-01,Basilicata,0,0,0
2020-03-01,P.A. Bolzano,0,1,0
2020-03-01,Calabria,0,1,0
2020-03-01,Campania,0,17,0
2020-03-01,Emilia-Romagna,0,277,8
2020-03-01,Friuli Venezia Giulia,0,6,0
2020-03-01,Lazio,0,3,0
2020-03-01,Liguria,0,21,0
2020-03-01,Lombardia,0,887,24
2020-03-01,Marche,0,25,0
2020-03-01,Molise,0,0,0
2020-03-01,Piemonte,0,49,0
2020-03-01,Puglia,0,3,0
2020-03-01,Sardegna,0,0,0
2020-03-01,Sicilia,0,7,0
2020-03-01,Toscana,0,12,0
2020-03-01,P.A. Trento,0,0,0
2020-03-01,Umbria,0,2,0
2020-03-01,Valle d'Aosta,0,0,0
2020-03-01,Veneto,0,261,2
2020-03-02,Abruzzo,0,5,0
2020-03-02,Basilicata,0,0,0
2020-03-02,P.A. Bolzano,0,1,0
2020-03-02,Calabria,0,1,0
2020-03-02,Campania,0,17,0
2020-03-02,Emilia-Romagna,0,324,11
2020-03-02,Friuli Venezia Giulia,0,9,0
2020-03-02,Lazio,0,4,0
2020-03-02,Liguria,0,18,0
2020-03-02,Lombardia,0,1077,38
2020-03-02,Marche,0,34,1
2020-03-02,Molise,0,0,0
2020-03-02,Piemonte,0,51,0
2020-03-02,Puglia,0,4,0
2020-03-02,Sardegna,0,0,0
2020-03-02,Sicilia,0,5,0
2020-03-02,Toscana,0,12,0
2020-03-02,P.A. Trento,0,0,0
2020-03-02,Umbria,0,2,0
2020-03-02,Valle d'Aosta,0,0,0
2020-03-02,Veneto,0,271,2
2020-03-03,Abruzzo,0,6,0
2020-03-03,Basilicata,0,1,0
2020-03-03,P.A. Bolzano,0,1,0
2020-03-03,Calabria,0,1,0
2020-03-03,Campania,0,30,0
2020-03-03,Emilia-Romagna,0,398,18
2020-03-03,Friuli Venezia Giulia,0,13,0
2020-03-03,Lazio,0,11,0
2020-03-03,Liguria,0,19,1
2020-03-03,Lombardia,0,1326,55
2020-03-03,Marche,0,59,2
2020-03-03,Molise,0,3,0
2020-03-03,Piemonte,0,56,0
2020-03-03,Puglia,0,6,0
2020-03-03,Sardegna,0,1,0
2020-03-03,Sicilia,0,5,0
2020-03-03,Toscana,0,18,0
2020-03-03,P.A. Trento,0,4,0
2020-03-03,Umbria,0,8,0
2020-03-03,Valle d'Aosta,0,0,0
2020-03-03,Veneto,0,297,3
2020-03-04,Abruzzo,0,7,0
2020-03-04,Basilicata,0,1,0
2020-03-04,P.A. Bolzano,0,1,0
2020-03-04,Calabria,0,1,0
2020-03-04,Campania,0,31,0
2020-03-04,Emilia-Romagna,0,516,22
2020-03-04,Friuli Venezia Giulia,0,18,0
2020-03-04,Lazio,0,27,0
2020-03-04,Liguria,0,21,1
2020-03-04,Lombardia,0,1497,73
2020-03-04,Marche,0,80,4
2020-03-04,Molise,0,3,0
2020-03-04,Piemonte,0,82,0
2020-03-04,Puglia,0,7,1
2020-03-04,Sardegna,0,2,0
2020-03-04,Sicilia,0,16,0
2020-03-04,Toscana,0,37,0
2020-03-04,P.A. Trento,0,5,0
2020-03-04,Umbria,0,9,0
2020-03-04,Valle d'Aosta,0,0,0
2020-03-04,Veneto,0,345,6
2020-03-05,Abruzzo,0,8,0
2020-03-05,Basilicata,0,1,0
2020-03-05,P.A. Bolzano,0,1,0
2020-03-05,Calabria,0,2,0
2020-03-05,Campania,0,45,0
2020-03-05,Emilia-Romagna,0,658,30
2020-03-05,Friuli Venezia Giulia,0,21,0
2020-03-05,Lazio,0,41,0
2020-03-05,Liguria,0,21,3
2020-03-05,Lombardia,0,1777,98
2020-03-05,Marche,0,120,4
2020-03-05,Molise,0,7,0
2020-03-05,Piemonte,0,106,2
2020-03-05,Puglia,0,12,1
2020-03-05,Sardegna,0,2,0
2020-03-05,Sicilia,0,16,0
2020-03-05,Toscana,0,60,0
2020-03-05,P.A. Trento,0,7,0
2020-03-05,Umbria,0,9,0
2020-03-05,Valle d'Aosta,0,2,0
2020-03-05,Veneto,0,380,10
2020-03-06,Abruzzo,0,9,0
2020-03-06,Basilicata,0,3,0
2020-03-06,P.A. Bolzano,0,4,0
2020-03-06,Calabria,0,4,0
2020-03-06,Campania,0,57,0
2020-03-06,Emilia-Romagna,0,816,37
2020-03-06,Friuli Venezia Giulia,0,28,0
2020-03-06,Lazio,0,50,1
2020-03-06,Liguria,0,24,3
2020-03-06,Lombardia,0,2008,135
2020-03-06,Marche,0,155,4
2020-03-06,Molise,0,12,0
2020-03-06,Piemonte,0,139,4
2020-03-06,Puglia,0,15,1
2020-03-06,Sardegna,0,5,0
2020-03-06,Sicilia,0,22,0
2020-03-06,Toscana,0,78,0
2020-03-06,P.A. Trento,0,10,0
2020-03-06,Umbria,0,16,0
2020-03-06,Valle d'Aosta,0,7,0
2020-03-06,Veneto,0,454,12
2020-03-07,Abruzzo,0,11,0
2020-03-07,Basilicata,0,3,0
2020-03-07,P.A. Bolzano,0,9,0
2020-03-07,Calabria,0,4,0
2020-03-07,Campania,0,61,0
2020-03-07,Emilia-Romagna,0,937,48
2020-03-07,Friuli Venezia Giulia,0,39,0
2020-03-07,Lazio,0,72,1
2020-03-07,Liguria,0,42,4
2020-03-07,Lombardia,0,2742,154
2020-03-07,Marche,0,201,6
2020-03-07,Molise,0,14,0
2020-03-07,Piemonte,0,202,5
2020-03-07,Puglia,0,23,2
2020-03-07,Sardegna,0,5,0
2020-03-07,Sicilia,0,33,0
2020-03-07,Toscana,0,112,0
2020-03-07,P.A. Trento,0,14,0
2020-03-07,Umbria,0,24,0
2020-03-07,Valle d'Aosta,0,8,0
2020-03-07,Veneto,0,505,13
2020-03-08,Abruzzo,0,17,0
2020-03-08,Basilicata,0,4,0
2020-03-08,P.A. Bolzano,0,9,0
2020-03-08,Calabria,0,9,0
2020-03-08,Campania,0,100,0
2020-03-08,Emilia-Romagna,0,1097,56
2020-03-08,Friuli Venezia Giulia,0,53,1
2020-03-08,Lazio,0,81,3
2020-03-08,Liguria,0,67,6
2020-03-08,Lombardia,0,3372,267
2020-03-08,Marche,0,265,7
2020-03-08,Molise,0,14,0
2020-03-08,Piemonte,0,355,5
2020-03-08,Puglia,0,36,3
2020-03-08,Sardegna,0,11,0
2020-03-08,Sicilia,0,51,0
2020-03-08,Toscana,0,165,0
2020-03-08,P.A. Trento,0,23,0
2020-03-08,Umbria,0,26,0
2020-03-08,Valle d'Aosta,0,9,0
2020-03-08,Veneto,0,623,18
2020-03-09,Abruzzo,0,30,0
2020-03-09,Basilicata,0,5,0
2020-03-09,P.A. Bolzano,0,9,0
2020-03-09,Calabria,0,9,0
2020-03-09,Campania,0,119,0
2020-03-09,Emilia-Romagna,0,1286,70
2020-03-09,Friuli Venezia Giulia,0,89,1
2020-03-09,Lazio,0,94,5
2020-03-09,Liguria,0,97,7
2020-03-09,Lombardia,0,4490,333
2020-03-09,Marche,0,313,10
2020-03-09,Molise,0,14,0
2020-03-09,Piemonte,0,337,13
2020-03-09,Puglia,0,46,3
2020-03-09,Sardegna,0,19,0
2020-03-09,Sicilia,0,52,0
2020-03-09,Toscana,0,206,1
2020-03-09,P.A. Trento,0,33,0
2020-03-09,Umbria,0,28,0
2020-03-09,Valle d'Aosta,0,15,0
2020-03-09,Veneto,0,694,20
2020-03-10,Abruzzo,0,37,1
2020-03-10,Basilicata,0,7,0
2020-03-10,P.A. Bolzano,0,38,0
2020-03-10,Calabria,0,11,0
2020-03-10,Campania,0,126,0
2020-03-10,Emilia-Romagna,0,1417,85
2020-03-10,Friuli Venezia Giulia,0,110,3
2020-03-10,Lazio,0,99,6
2020-03-10,Liguria,0,128,8
2020-03-10,Lombardia,0,4427,468
2020-03-10,Marche,0,381,13
2020-03-10,Molise,0,15,0
2020-03-10,Piemonte,0,436,17
2020-03-10,Puglia,0,55,3
2020-03-10,Sardegna,0,20,0
2020-03-10,Sicilia,0,60,0
2020-03-10,Toscana,0,260,1
2020-03-10,P.A. Trento,0,50,0
2020-03-10,Umbria,0,37,0
2020-03-10,Valle d'Aosta,0,17,0
2020-03-10,Veneto,0,783,26
2020-03-11,Abruzzo,0,37,1
2020-03-11,Basilicata,0,8,0
2020-03-11,P.A. Bolzano,0,75,0
2020-03-11,Calabria,0,17,0
2020-03-11,Campania,0,149,1
2020-03-11,Emilia-Romagna,0,1588,113
2020-03-11,Friuli Venezia Giulia,0,110,6
2020-03-11,Lazio,0,125,6
2020-03-11,Liguria,0,181,8
2020-03-11,Lombardia,0,5763,617
2020-03-11,Marche,0,461,18
2020-03-11,Molise,0,16,0
2020-03-11,Piemonte,0,480,21
2020-03-11,Puglia,0,71,5
2020-03-11,Sardegna,0,37,0
2020-03-11,Sicilia,0,81,0
2020-03-11,Toscana,0,314,1
2020-03-11,P.A. Trento,0,74,0
2020-03-11,Umbria,0,44,0
2020-03-11,Valle d'Aosta,0,19,1
2020-03-11,Veneto,0,940,29
2020-03-12,Abruzzo,0,78,2
2020-03-12,Basilicata,0,8,0
2020-03-12,P.A. Bolzano,0,103,1
2020-03-12,Calabria,0,32,0
2020-03-12,Campania,0,174,1
2020-03-12,Emilia-Romagna,0,1758,146
2020-03-12,Friuli Venezia Giulia,0,148,8
2020-03-12,Lazio,0,172,9
2020-03-12,Liguria,0,243,11
2020-03-12,Lombardia,0,6896,744
2020-03-12,Marche,0,570,22
2020-03-12,Molise,0,16,0
2020-03-12,Piemonte,0,554,26
2020-03-12,Puglia,0,98,5
2020-03-12,Sardegna,0,39,0
2020-03-12,Sicilia,0,111,2
2020-03-12,Toscana,0,352,5
2020-03-12,P.A. Trento,0,102,1
2020-03-12,Umbria,0,62,0
2020-03-12,Valle d'Aosta,0,26,1
2020-03-12,Veneto,0,1297,32
2020-03-13,Abruzzo,0,83,2
2020-03-13,Basilicata,0,10,0
2020-03-13,P.A. Bolzano,0,123,2
2020-03-13,Calabria,0,37,0
2020-03-13,Campania,0,213,2
2020-03-13,Emilia-Romagna,0,2011,201
2020-03-13,Friuli Venezia Giulia,0,236,10
2020-03-13,Lazio,0,242,11
2020-03-13,Liguria,0,304,17
2020-03-13,Lombardia,0,7732,890
2020-03-13,Marche,0,698,27
2020-03-13,Molise,0,17,0
2020-03-13,Piemonte,0,794,46
2020-03-13,Puglia,0,121,5
2020-03-13,Sardegna,0,43,0
2020-03-13,Sicilia,0,126,2
2020-03-13,Toscana,0,455,5
2020-03-13,P.A. Trento,0,157,2
2020-03-13,Umbria,0,73,1
2020-03-13,Valle d'Aosta,0,27,1
2020-03-13,Veneto,0,1453,42
2020-03-14,Abruzzo,0,106,2
2020-03-14,Basilicata,0,10,0
2020-03-14,P.A. Bolzano,0,170,3
2020-03-14,Calabria,0,59,0
2020-03-14,Campania,0,243,6
2020-03-14,Emilia-Romagna,0,2349,241
2020-03-14,Friuli Venezia Giulia,0,271,13
2020-03-14,Lazio,0,320,13
2020-03-14,Liguria,0,384,27
2020-03-14,Lombardia,0,9059,966
2020-03-14,Marche,0,863,36
2020-03-14,Molise,0,17,0
2020-03-14,Piemonte,0,814,59
2020-03-14,Puglia,0,156,8
2020-03-14,Sardegna,0,47,0
2020-03-14,Sicilia,0,150,2
2020-03-14,Toscana,0,614,6
2020-03-14,P.A. Trento,0,199,2
2020-03-14,Umbria,0,103,1
2020-03-14,Valle d'Aosta,0,41,1
2020-03-14,Veneto,0,1775,55
2020-03-15,Abruzzo,0,128,3
2020-03-15,Basilicata,0,11,0
2020-03-15,P.A. Bolzano,0,199,5
2020-03-15,Calabria,0,66,1
2020-03-15,Campania,0,296,9
2020-03-15,Emilia-Romagna,0,2741,284
2020-03-15,Friuli Venezia Giulia,0,316,14
2020-03-15,Lazio,0,396,16
2020-03-15,Liguria,0,493,33
2020-03-15,Lombardia,0,10043,1218
2020-03-15,Marche,0,1087,46
2020-03-15,Molise,0,17,0
2020-03-15,Piemonte,0,1030,81
2020-03-15,Puglia,0,212,16
2020-03-15,Sardegna,0,75,2
2020-03-15,Sicilia,0,179,2
2020-03-15,Toscana,0,763,8
2020-03-15,P.A. Trento,0,367,6
2020-03-15,Umbria,0,139,1
2020-03-15,Valle d'Aosta,0,56,1
2020-03-15,Veneto,0,1989,63
2020-03-16,Abruzzo,0,165,4
2020-03-16,Basilicata,0,12,0
2020-03-16,P.A. Bolzano,0,235,6
2020-03-16,Calabria,0,87,1
2020-03-16,Campania,0,363,9
2020-03-16,Emilia-Romagna,0,3088,346
2020-03-16,Friuli Venezia Giulia,0,346,22
2020-03-16,Lazio,0,472,19
2020-03-16,Liguria,0,575,50
2020-03-16,Lombardia,0,10861,1420
2020-03-16,Marche,0,1185,57
2020-03-16,Molise,0,15,1
2020-03-16,Piemonte,0,1405,111
2020-03-16,Puglia,0,212,16
2020-03-16,Sardegna,0,105,2
2020-03-16,Sicilia,0,203,2
2020-03-16,Toscana,0,841,14
2020-03-16,P.A. Trento,0,367,6
2020-03-16,Umbria,0,159,1
2020-03-16,Valle d'Aosta,0,103,2
2020-03-16,Veneto,0,2274,69
2020-03-17,Abruzzo,0,216,6
2020-03-17,Basilicata,0,20,0
2020-03-17,P.A. Bolzano,0,282,8
2020-03-17,Calabria,0,112,1
2020-03-17,Campania,0,423,9
2020-03-17,Emilia-Romagna,0,3404,393
2020-03-17,Friuli Venezia Giulia,0,347,30
2020-03-17,Lazio,0,550,23
2020-03-17,Liguria,0,661,60
2020-03-17,Lombardia,0,12095,1640
2020-03-17,Marche,0,1302,69
2020-03-17,Molise,0,19,1
2020-03-17,Piemonte,0,1764,133
2020-03-17,Puglia,0,320,18
2020-03-17,Sardegna,0,115,2
2020-03-17,Sicilia,0,226,3
2020-03-17,Toscana,0,1024,17
2020-03-17,P.A. Trento,0,368,7
2020-03-17,Umbria,0,192,1
2020-03-17,Valle d'Aosta,0,134,2
2020-03-17,Veneto,0,2488,80
2020-03-18,Abruzzo,0,249,7
2020-03-18,Basilicata,0,27,0
2020-03-18,P.A. Bolzano,0,366,9
2020-03-18,Calabria,0,126,1
2020-03-18,Campania,0,423,9
2020-03-18,Emilia-Romagna,0,3915,458
2020-03-18,Friuli Venezia Giulia,0,416,31
2020-03-18,Lazio,0,650,32
2020-03-18,Liguria,0,744,73
2020-03-18,Lombardia,0,12266,1959
2020-03-18,Marche,0,1476,92
2020-03-18,Molise,0,21,1
2020-03-18,Piemonte,0,2187,154
2020-03-18,Puglia,0,362,19
2020-03-18,Sardegna,0,132,2
2020-03-18,Sicilia,0,267,3
2020-03-18,Toscana,0,1291,22
2020-03-18,P.A. Trento,0,436,7
2020-03-18,Umbria,0,241,2
2020-03-18,Valle d'Aosta,0,162,3
2020-03-18,Veneto,0,2953,94
2020-03-19,Abruzzo,0,366,11
2020-03-19,Basilicata,0,37,0
2020-03-19,P.A. Bolzano,0,421,14
2020-03-19,Calabria,0,164,3
2020-03-19,Campania,0,605,17
2020-03-19,Emilia-Romagna,0,4506,531
2020-03-19,Friuli Venezia Giulia,0,522,36
2020-03-19,Lazio,0,741,38
2020-03-19,Liguria,0,883,91
2020-03-19,Lombardia,0,13938,2168
2020-03-19,Marche,0,1622,115
2020-03-19,Molise,0,38,2
2020-03-19,Piemonte,0,2754,175
2020-03-19,Puglia,0,449,25
2020-03-19,Sardegna,0,204,2
2020-03-19,Sicilia,0,321,4
2020-03-19,Toscana,0,1422,38
2020-03-19,P.A. Trento,0,491,12
2020-03-19,Umbria,0,328,2
2020-03-19,Valle d'Aosta,0,209,6
2020-03-19,Veneto,0,3169,115
2020-03-20,Abruzzo,0,422,17
2020-03-20,Basilicata,0,52,0
2020-03-20,P.A. Bolzano,0,530,17
2020-03-20,Calabria,0,201,4
2020-03-20,Campania,0,702,17
2020-03-20,Emilia-Romagna,0,5089,640
2020-03-20,Friuli Venezia Giulia,0,555,38
2020-03-20,Lazio,0,912,43
2020-03-20,Liguria,0,1001,119
2020-03-20,Lombardia,0,15420,2549
2020-03-20,Marche,0,1844,137
2020-03-20,Molise,0,39,5
2020-03-20,Piemonte,0,3244,209
2020-03-20,Puglia,0,551,26
2020-03-20,Sardegna,0,288,2
2020-03-20,Sicilia,0,379,4
2020-03-20,Toscana,0,1713,47
2020-03-20,P.A. Trento,0,600,13
2020-03-20,Umbria,0,384,7
2020-03-20,Valle d'Aosta,0,257,7
2020-03-20,Veneto,0,3677,131
2020-03-21,Abruzzo,0,494,22
2020-03-21,Basilicata,0,66,0
2020-03-21,P.A. Bolzano,0,600,20
2020-03-21,Calabria,0,225,5
2020-03-21,Campania,0,793,22
2020-03-21,Emilia-Romagna,0,5661,715
2020-03-21,Friuli Venezia Giulia,0,666,42
2020-03-21,Lazio,0,1086,50
2020-03-21,Liguria,0,1159,152
2020-03-21,Lombardia,0,17370,3095
2020-03-21,Marche,0,1997,154
2020-03-21,Molise,0,47,7
2020-03-21,Piemonte,0,3506,238
2020-03-21,Puglia,0,642,29
2020-03-21,Sardegna,0,321,4
2020-03-21,Sicilia,0,458,6
2020-03-21,Toscana,0,1905,72
2020-03-21,P.A. Trento,0,720,28
2020-03-21,Umbria,0,447,10
2020-03-21,Valle d'Aosta,0,304,8
2020-03-21,Veneto,0,4214,146
2020-03-22,Abruzzo,0,539,33
2020-03-22,Basilicata,0,81,0
2020-03-22,P.A. Bolzano,0,648,23
2020-03-22,Calabria,0,260,8
2020-03-22,Campania,0,866,29
2020-03-22,Emilia-Romagna,0,6390,816
2020-03-22,Friuli Venezia Giulia,0,738,47
2020-03-22,Lazio,0,1272,53
2020-03-22,Liguria,0,1351,171
2020-03-22,Lombardia,0,17885,3456
2020-03-22,Marche,0,2231,184
2020-03-22,Molise,0,52,7
2020-03-22,Piemonte,0,4127,283
2020-03-22,Puglia,0,748,31
2020-03-22,Sardegna,0,327,7
2020-03-22,Sicilia,0,596,8
2020-03-22,Toscana,0,2144,91
2020-03-22,P.A. Trento,0,885,35
2020-03-22,Umbria,0,500,16
2020-03-22,Valle d'Aosta,0,354,9
2020-03-22,Veneto,0,4644,169
2020-03-23,Abruzzo,0,605,38
2020-03-23,Basilicata,0,89,1
2020-03-23,P.A. Bolzano,0,688,29
2020-03-23,Calabria,0,280,7
2020-03-23,Campania,0,929,49
2020-03-23,Emilia-Romagna,0,7220,892
2020-03-23,Friuli Venezia Giulia,0,771,54
2020-03-23,Lazio,0,1414,63
2020-03-23,Liguria,0,1553,212
2020-03-23,Lombardia,0,18910,3776
2020-03-23,Marche,0,2358,203
2020-03-23,Molise,0,50,7
2020-03-23,Piemonte,0,4529,315
2020-03-23,Puglia,0,862,37
2020-03-23,Sardegna,0,343,11
2020-03-23,Sicilia,0,681,13
2020-03-23,Toscana,0,2301,109
2020-03-23,P.A. Trento,0,914,41
2020-03-23,Umbria,0,556,16
2020-03-23,Valle d'Aosta,0,379,12
2020-03-23,Veneto,0,4986,192
2020-03-24,Abruzzo,0,622,46
2020-03-24,Basilicata,0,91,1
2020-03-24,P.A. Bolzano,0,699,38
2020-03-24,Calabria,0,304,10
2020-03-24,Campania,0,992,56
2020-03-24,Emilia-Romagna,0,7711,985
2020-03-24,Friuli Venezia Giulia,0,848,64
2020-03-24,Lazio,0,1545,80
2020-03-24,Liguria,0,1692,231
2020-03-24,Lombardia,0,19868,4178
2020-03-24,Marche,0,2497,231
2020-03-24,Molise,0,55,8
2020-03-24,Piemonte,0,5124,374
2020-03-24,Puglia,0,940,44
2020-03-24,Sardegna,0,395,15
2020-03-24,Sicilia,0,799,20
2020-03-24,Toscana,0,2519,129
2020-03-24,P.A. Trento,0,975,56
2020-03-24,Umbria,0,624,19
2020-03-24,Valle d'Aosta,0,379,19
2020-03-24,Veneto,0,5351,216
2020-03-25,Abruzzo,0,738,52
2020-03-25,Basilicata,0,112,1
2020-03-25,P.A. Bolzano,0,748,43
2020-03-25,Calabria,0,333,11
2020-03-25,Campania,0,1072,74
2020-03-25,Emilia-Romagna,0,8256,1077
2020-03-25,Friuli Venezia Giulia,0,911,70
2020-03-25,Lazio,0,1675,95
2020-03-25,Liguria,0,1826,254
2020-03-25,Lombardia,0,20591,4474
2020-03-25,Marche,0,2639,287
2020-03-25,Molise,0,53,8
2020-03-25,Piemonte,0,5556,449
2020-03-25,Puglia,0,1023,48
2020-03-25,Sardegna,0,412,18
2020-03-25,Sicilia,0,936,25
2020-03-25,Toscana,0,2776,142
2020-03-25,P.A. Trento,0,1058,74
2020-03-25,Umbria,0,686,19
2020-03-25,Valle d'Aosta,0,375,24
2020-03-25,Veneto,0,5745,258
2020-03-26,Abruzzo,0,860,63
2020-03-26,Basilicata,0,133,1
2020-03-26,P.A. Bolzano,0,791,48
2020-03-26,Calabria,0,372,14
2020-03-26,Campania,0,1169,83
2020-03-26,Emilia-Romagna,0,8850,1174
2020-03-26,Friuli Venezia Giulia,0,954,72
2020-03-26,Lazio,0,1835,106
2020-03-26,Liguria,0,2027,280
2020-03-26,Lombardia,0,22189,4861
2020-03-26,Marche,0,2795,310
2020-03-26,Molise,0,81,8
2020-03-26,Piemonte,0,5950,449
2020-03-26,Puglia,0,1095,65
2020-03-26,Sardegna,0,462,19
2020-03-26,Sicilia,0,1095,33
2020-03-26,Toscana,0,2973,158
2020-03-26,P.A. Trento,0,1094,86
2020-03-26,Umbria,0,770,20
2020-03-26,Valle d'Aosta,0,378,28
2020-03-26,Veneto,0,6140,287
2020-03-27,Abruzzo,0,925,68
2020-03-27,Basilicata,0,147,3
2020-03-27,P.A. Bolzano,0,833,60
2020-03-27,Calabria,0,469,18
2020-03-27,Campania,0,1292,98
2020-03-27,Emilia-Romagna,0,9361,1267
2020-03-27,Friuli Venezia Giulia,0,1027,76
2020-03-27,Lazio,0,2013,118
2020-03-27,Liguria,0,2060,331
2020-03-27,Lombardia,0,23895,5402
2020-03-27,Marche,0,2850,336
2020-03-27,Molise,0,86,9
2020-03-27,Piemonte,0,6347,569
2020-03-27,Puglia,0,1236,69
2020-03-27,Sardegna,0,496,21
2020-03-27,Sicilia,0,1158,39
2020-03-27,Toscana,0,3170,177
2020-03-27,P.A. Trento,0,1164,102
2020-03-27,Umbria,0,824,21
2020-03-27,Valle d'Aosta,0,413,37
2020-03-27,Veneto,0,6648,313
2020-03-28,Abruzzo,0,1027,76
2020-03-28,Basilicata,0,178,3
2020-03-28,P.A. Bolzano,0,929,64
2020-03-28,Calabria,0,523,21
2020-03-28,Campania,0,1407,109
2020-03-28,Emilia-Romagna,0,9964,1344
2020-03-28,Friuli Venezia Giulia,0,1120,87
2020-03-28,Lazio,0,2181,124
2020-03-28,Liguria,0,2086,358
2020-03-28,Lombardia,0,24509,5944
2020-03-28,Marche,0,2999,364
2020-03-28,Molise,0,98,9
2020-03-28,Piemonte,0,6851,617
2020-03-28,Puglia,0,1358,71
2020-03-28,Sardegna,0,569,26
2020-03-28,Sicilia,0,1242,57
2020-03-28,Toscana,0,3511,198
2020-03-28,P.A. Trento,0,1234,120
